canton_name,hospital,Hospital_type,Number_of_outpatient_consultations,"Number_of_care_days_(inpatient,_without_discharge_day",Number_of_healthy_newborns_(inpatient_treatment),Number_of_operating_rooms,Number_of_delivery_rooms,MRI,CT,PET,CC,LB,Lito,Angio,Dia,Physicians,physicians in training,Nursing staff,Other medical personnel,Total staff,"MRI, outpatient","MRI, inpatient","CT, outpatient","CT, inpatient","Angiography, outpatient","Angiography, inpatient","Dialysis, outpatient","Dialysis, inpatient",City,lat,lng
Vaud,Clinique la Métairie SA,Psychiatric hospital lvl2,4059.0,20510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15,3.0,43.88,14.18,94.47,,,,,,,,,Nyon,46.382,6.2389
Vaud,Clinique la Lignière,Rehabilitation clinic,14743.0,29368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64,0.0,55.83,36.6,176.33,,,,,,,,,Gland,46.4167,6.2667
Vaud,Clinique la Lignière,Rehabilitation clinic,14743.0,29368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64,0.0,55.83,36.6,176.33,,,,,,,,,Gland,46.4167,6.2667
Vaud,Clinique la Lignière,Rehabilitation clinic,14743.0,29368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21,0.62,55.69,21.58,158.47,,,,,,,,,Gland,46.4167,6.2667
Vaud,Clinique la Lignière,Rehabilitation clinic,14743.0,29368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21,0.62,55.69,21.58,158.47,,,,,,,,,Gland,46.4167,6.2667
Vaud,Hôpital de Lavaux,Rehabilitation clinic,2029.0,18801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,5.0,80.31,16.95,158.59,,,,,,,,,Cully,,
Vaud,Hôpital de Lavaux,Rehabilitation clinic,2029.0,18801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,5.0,80.31,16.95,158.59,,,,,,,,,Cully,,
Vaud,Hôpital de Lavaux,Rehabilitation clinic,2029.0,18801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,5.38,83.47,16.7,162.85,,,,,,,,,Cully,,
Vaud,Hôpital de Lavaux,Rehabilitation clinic,2029.0,18801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,5.38,83.47,16.7,162.85,,,,,,,,,Cully,,
Vaud,Clinique Valmont,Rehabilitation clinic,1296.0,15884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,36.03,36.61,110.96,,,,,,,,,Glion,,
Vaud,Clinique Valmont,Rehabilitation clinic,1296.0,15884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,36.03,36.61,110.96,,,,,,,,,Glion,,
Vaud,Clinique Valmont,Rehabilitation clinic,1296.0,15884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,38.45,38.72,112.85,,,,,,,,,Glion,,
Vaud,Clinique Valmont,Rehabilitation clinic,1296.0,15884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,38.45,38.72,112.85,,,,,,,,,Glion,,
Vaud,Clinique Bois-Bougy Sàrl,Rehabilitation clinic,1930.0,15675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,2.59,38.24,13.02,85.62,,,,,,,,,Nyon,46.382,6.2389
Vaud,Clinique Bois-Bougy Sàrl,Rehabilitation clinic,1930.0,15675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,2.59,38.24,13.02,85.62,,,,,,,,,Nyon,46.382,6.2389
Vaud,Clinique Bois-Bougy Sàrl,Rehabilitation clinic,1930.0,15675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57,2.97,35.42,13.7,76.59,,,,,,,,,Nyon,46.382,6.2389
Vaud,Clinique Bois-Bougy Sàrl,Rehabilitation clinic,1930.0,15675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57,2.97,35.42,13.7,76.59,,,,,,,,,Nyon,46.382,6.2389
Vaud,Institution de Lavigny,Rehabilitation clinic,2026.0,12433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,1.08,42.16,34.55,122.08,,,,,,,,,Lavigny,,
Vaud,Institution de Lavigny,Rehabilitation clinic,2026.0,12433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,1.08,42.16,34.55,122.08,,,,,,,,,Lavigny,,
Vaud,Institution de Lavigny,Rehabilitation clinic,2026.0,12433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,0.33,43.14,34.82,128.56,,,,,,,,,Lavigny,,
Vaud,Institution de Lavigny,Rehabilitation clinic,2026.0,12433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,0.33,43.14,34.82,128.56,,,,,,,,,Lavigny,,
Vaud,Clinique CIC Riviera,clinic: Surgery,5835.0,5733.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.94,7.04,80.04,,,,,,,,,Clarens,,
Vaud,Clinique CIC Riviera,clinic: Surgery,5835.0,5733.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.94,7.04,80.04,,,,,,,,,Clarens,,
Vaud,Clinique CIC Riviera,clinic: Surgery,5835.0,5733.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.83,7.93,82.87,,,,,,,,,Clarens,,
Vaud,Clinique CIC Riviera,clinic: Surgery,5835.0,5733.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.83,7.93,82.87,,,,,,,,,Clarens,,
Vaud,Clinique de Montchoisi,clinic: Surgery,5385.0,2270.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02,17.74,84.97,2827.0,58.0,1522.0,31.0,,,,,Lausanne,46.5333,6.6333
Vaud,Clinique de Montchoisi,clinic: Surgery,5385.0,2270.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02,17.74,84.97,2536.0,52.0,1543.0,32.0,,,,,Lausanne,46.5333,6.6333
Vaud,Clinique de Montchoisi,clinic: Surgery,5385.0,2270.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.61,23.59,99.13,2827.0,58.0,1522.0,31.0,,,,,Lausanne,46.5333,6.6333
Vaud,Clinique de Montchoisi,clinic: Surgery,5385.0,2270.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.61,23.59,99.13,2536.0,52.0,1543.0,32.0,,,,,Lausanne,46.5333,6.6333
Vaud,Fondation Rive-Neuve - Unité de Soins Palliatifs,clinic: Miscellaneous,1557.0,4741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.82,34.16,2.38,54.37,,,,,,,,,Blonay,46.4667,6.9
Vaud,Fondation Rive-Neuve - Unité de Soins Palliatifs,clinic: Miscellaneous,1557.0,4741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.82,34.16,2.38,54.37,,,,,,,,,Blonay,46.4667,6.9
Vaud,Fondation Rive-Neuve - Unité de Soins Palliatifs,clinic: Miscellaneous,1557.0,4741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.88,34.11,2.93,55.92,,,,,,,,,Blonay,46.4667,6.9
Vaud,Fondation Rive-Neuve - Unité de Soins Palliatifs,clinic: Miscellaneous,1557.0,4741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.88,34.11,2.93,55.92,,,,,,,,,Blonay,46.4667,6.9
Vaud,"Biotonus, Clinique Bon-Port SA centre de soins médicaux & esthétiques",clinic: Miscellaneous,0.0,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,14.15,7.11,60.29,,,,,,,,,Montreux,46.4333,6.9167
Vaud,"Biotonus, Clinique Bon-Port SA centre de soins médicaux & esthétiques",clinic: Miscellaneous,0.0,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,14.15,7.11,60.29,,,,,,,,,Montreux,46.4333,6.9167
Vaud,"Biotonus, Clinique Bon-Port SA centre de soins médicaux & esthétiques",clinic: Miscellaneous,0.0,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,14.11,7.43,58.83,,,,,,,,,Montreux,46.4333,6.9167
Vaud,"Biotonus, Clinique Bon-Port SA centre de soins médicaux & esthétiques",clinic: Miscellaneous,0.0,4080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,14.11,7.43,58.83,,,,,,,,,Montreux,46.4333,6.9167
Vaud,Clinique la Prairie SA,clinic: Miscellaneous,27713.0,3376.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,23.09,202.02,5025.0,83.5,6595.0,293.0,,,,,Clarens,,
Vaud,Clinique la Prairie SA,clinic: Miscellaneous,27713.0,3376.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,23.09,202.02,3927.0,25.0,4946.0,141.0,,,,,Clarens,,
Vaud,Clinique la Prairie SA,clinic: Miscellaneous,27713.0,3376.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.46,27.07,210.93,5025.0,83.5,6595.0,293.0,,,,,Clarens,,
Vaud,Clinique la Prairie SA,clinic: Miscellaneous,27713.0,3376.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.46,27.07,210.93,3927.0,25.0,4946.0,141.0,,,,,Clarens,,
Vaud,Hôpital Ophtalmique Jules Gonin Fondation Asile des Aveugles,clinic: Miscellaneous,72035.0,1789.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.42,19.74,58.15,46.36,243.37,,,,,831.0,0.0,,,Lausanne,46.5333,6.6333
Vaud,Hôpital Ophtalmique Jules Gonin Fondation Asile des Aveugles,clinic: Miscellaneous,72035.0,1789.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.42,19.74,58.15,46.36,243.37,,,,,824.285714285714,250.714285714286,,,Lausanne,46.5333,6.6333
Vaud,Hôpital Ophtalmique Jules Gonin Fondation Asile des Aveugles,clinic: Miscellaneous,72035.0,1789.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.08,23.4,75.4,50.19,301.98,,,,,831.0,0.0,,,Lausanne,46.5333,6.6333
Vaud,Hôpital Ophtalmique Jules Gonin Fondation Asile des Aveugles,clinic: Miscellaneous,72035.0,1789.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.08,23.4,75.4,50.19,301.98,,,,,824.285714285714,250.714285714286,,,Lausanne,46.5333,6.6333
Valais,Hôpital du Valais - Centre hospitalier du Valais Romand CHVR,Hospital lvl2,379983.0,230079.0,1443.0,13.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,480.28,199.03,1323.26,268.0,2874.04,1292.5,325.5,3333.25,1005.25,785.0,415.5,270.847826086957,28.6739130434783,Sion,46.2304,7.3661
Valais,Hôpital du Valais - Centre hospitalier du Valais Romand CHVR,Hospital lvl2,379983.0,230079.0,1443.0,13.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,480.28,199.03,1323.26,268.0,2874.04,1315.5,332.75,3384.75,1039.0,721.5,389.0,262.608695652174,22.8260869565217,Sion,46.2304,7.3661
Valais,Hôpital du Valais - Centre hospitalier du Valais Romand CHVR,Hospital lvl2,379983.0,230079.0,1443.0,13.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,486.99,203.05,1315.98,278.17,2857.63,1292.5,325.5,3333.25,1005.25,785.0,415.5,270.847826086957,28.6739130434783,Sion,46.2304,7.3661
Valais,Hôpital du Valais - Centre hospitalier du Valais Romand CHVR,Hospital lvl2,379983.0,230079.0,1443.0,13.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,486.99,203.05,1315.98,278.17,2857.63,1315.5,332.75,3384.75,1039.0,721.5,389.0,262.608695652174,22.8260869565217,Sion,46.2304,7.3661
Valais,Spital Wallis - Spitalzentrum Oberwallis (SZO),Hospital lvl2,140265.0,89030.0,668.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,155.65,66.7,435.35,85.38,950.03,2892.0,528.0,2984.5,868.0,,,25.6666666666667,321.25,Visp,46.2922,7.8828
Valais,Spital Wallis - Spitalzentrum Oberwallis (SZO),Hospital lvl2,140265.0,89030.0,668.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,155.65,66.7,435.35,85.38,950.03,2895.0,426.0,2757.0,782.5,,,372.666666666667,20.3333333333333,Visp,46.2922,7.8828
Valais,Spital Wallis - Spitalzentrum Oberwallis (SZO),Hospital lvl2,140265.0,89030.0,668.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,159.44,66.48,436.83,88.86,964.2,2892.0,528.0,2984.5,868.0,,,25.6666666666667,321.25,Visp,46.2922,7.8828
Valais,Spital Wallis - Spitalzentrum Oberwallis (SZO),Hospital lvl2,140265.0,89030.0,668.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,159.44,66.48,436.83,88.86,964.2,2895.0,426.0,2757.0,782.5,,,372.666666666667,20.3333333333333,Visp,46.2922,7.8828
Valais,Clinique romande de réadaptation CRR (Suva),Rehabilitation clinic,204391.0,38305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.61,13.21,87.11,88.71,323.32,,,,,,,,,Sion,46.2304,7.3661
Valais,Clinique romande de réadaptation CRR (Suva),Rehabilitation clinic,204391.0,38305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.61,13.21,87.11,88.71,323.32,,,,,,,,,Sion,46.2304,7.3661
Valais,Clinique romande de réadaptation CRR (Suva),Rehabilitation clinic,204391.0,38305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.08,12.54,85.54,91.1,327.24,,,,,,,,,Sion,46.2304,7.3661
Valais,Clinique romande de réadaptation CRR (Suva),Rehabilitation clinic,204391.0,38305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.08,12.54,85.54,91.1,327.24,,,,,,,,,Sion,46.2304,7.3661
Valais,Leukerbad Clinic RZL Rehabilitationszentrum Leukerbad Clinic AG,Rehabilitation clinic,1577.0,16060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.42,23.49,22.3,91.46,,,,,,,,,Leukerbad,46.3833,7.6333
Valais,Leukerbad Clinic RZL Rehabilitationszentrum Leukerbad Clinic AG,Rehabilitation clinic,1577.0,16060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.42,23.49,22.3,91.46,,,,,,,,,Leukerbad,46.3833,7.6333
Valais,Leukerbad Clinic RZL Rehabilitationszentrum Leukerbad Clinic AG,Rehabilitation clinic,1577.0,16060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,1.96,24.36,24.35,95.51,,,,,,,,,Leukerbad,46.3833,7.6333
Valais,Leukerbad Clinic RZL Rehabilitationszentrum Leukerbad Clinic AG,Rehabilitation clinic,1577.0,16060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,1.96,24.36,24.35,95.51,,,,,,,,,Leukerbad,46.3833,7.6333
Valais,SMN - Clinique de Valère,clinic: Surgery,9126.0,7519.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,3.02,65.8,21.89,145.12,1402.0,0.0,976.0,104.0,,,,,Sion,46.2304,7.3661
Valais,SMN - Clinique de Valère,clinic: Surgery,9126.0,7519.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,3.02,65.8,21.89,145.12,2306.0,7.0,1663.0,32.0,,,,,Sion,46.2304,7.3661
Valais,SMN - Clinique de Valère,clinic: Surgery,9126.0,7519.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.72,75.97,25.3,156.82,1402.0,0.0,976.0,104.0,,,,,Sion,46.2304,7.3661
Valais,SMN - Clinique de Valère,clinic: Surgery,9126.0,7519.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.72,75.97,25.3,156.82,2306.0,7.0,1663.0,32.0,,,,,Sion,46.2304,7.3661
Valais,Clinique CIC Valais SA,clinic: Surgery,5606.0,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.82,8.6,59.75,,,,,,,,,Saxon,46.15,7.1667
Valais,Clinique CIC Valais SA,clinic: Surgery,5606.0,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.82,8.6,59.75,,,,,,,,,Saxon,46.15,7.1667
Valais,Clinique CIC Valais SA,clinic: Surgery,5606.0,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,8.62,58.48,,,,,,,,,Saxon,46.15,7.1667
Valais,Clinique CIC Valais SA,clinic: Surgery,5606.0,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,8.62,58.48,,,,,,,,,Saxon,46.15,7.1667
Zug,Zuger Kantonsspital AG,Hospital lvl2,214376.0,47276.0,907.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,143.19,55.76,348.91,123.64,808.0,2761.5,296.0,6895.0,3033.0,177.0,63.0,481.642857142857,17.5,Baar,47.1956,8.5264
Zug,Zuger Kantonsspital AG,Hospital lvl2,214376.0,47276.0,907.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,143.19,55.76,348.91,123.64,808.0,2673.5,294.0,7088.0,3068.0,181.0,78.0,508.428571428571,22.5714285714286,Baar,47.1956,8.5264
Zug,Zuger Kantonsspital AG,Hospital lvl2,214376.0,47276.0,907.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,146.65,57.29,363.57,123.23,828.65,2761.5,296.0,6895.0,3033.0,177.0,63.0,481.642857142857,17.5,Baar,47.1956,8.5264
Zug,Zuger Kantonsspital AG,Hospital lvl2,214376.0,47276.0,907.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,146.65,57.29,363.57,123.23,828.65,2673.5,294.0,7088.0,3068.0,181.0,78.0,508.428571428571,22.5714285714286,Baar,47.1956,8.5264
Zug,Andreas Klinik,Hospital lvl4,32862.0,15420.0,469.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,1.0,112.4,23.7,236.12,3197.0,196.0,2033.0,832.0,,,,,Cham,,
Zug,Andreas Klinik,Hospital lvl4,32862.0,15420.0,469.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,1.0,112.4,23.7,236.12,2853.5,56.0,2056.0,330.0,,,,,Cham,,
Zug,Andreas Klinik,Hospital lvl4,32862.0,15420.0,469.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,1.18,114.57,24.28,246.08,3197.0,196.0,2033.0,832.0,,,,,Cham,,
Zug,Andreas Klinik,Hospital lvl4,32862.0,15420.0,469.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,1.18,114.57,24.28,246.08,2853.5,56.0,2056.0,330.0,,,,,Cham,,
Zug,Triaplus AG,Psychiatric hospital lvl1,75162.0,48624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.48,21.29,110.98,71.39,354.15,,,,,,,,,Oberwil bei Zug,,
Zug,Triaplus AG,Psychiatric hospital lvl1,75162.0,48624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.48,21.29,110.98,71.39,354.15,,,,,,,,,Oberwil bei Zug,,
Zug,Triaplus AG,Psychiatric hospital lvl1,75162.0,48624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.59,16.11,116.01,76.53,362.17,,,,,,,,,Oberwil bei Zug,,
Zug,Triaplus AG,Psychiatric hospital lvl1,75162.0,48624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.59,16.11,116.01,76.53,362.17,,,,,,,,,Oberwil bei Zug,,
Zug,Klinik Meissenberg AG,Psychiatric hospital lvl2,878.0,23693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,9.64,46.5,21.78,126.01,,,,,,,,,Zug,47.1681,8.5169
Zug,Klinik Meissenberg AG,Psychiatric hospital lvl2,878.0,23693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,9.64,46.5,21.78,126.01,,,,,,,,,Zug,47.1681,8.5169
Zug,Klinik Meissenberg AG,Psychiatric hospital lvl2,878.0,23693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.26,8.03,50.51,22.83,128.96,,,,,,,,,Zug,47.1681,8.5169
Zug,Klinik Meissenberg AG,Psychiatric hospital lvl2,878.0,23693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.26,8.03,50.51,22.83,128.96,,,,,,,,,Zug,47.1681,8.5169
Zug,Klinik Adelheid AG,Rehabilitation clinic,16833.0,43664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.88,10.18,105.02,48.6,248.57,,,,,,,,,Unterägeri,47.1386,8.5844
Zug,Klinik Adelheid AG,Rehabilitation clinic,16833.0,43664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.88,10.18,105.02,48.6,248.57,,,,,,,,,Unterägeri,47.1386,8.5844
Zug,Klinik Adelheid AG,Rehabilitation clinic,16833.0,43664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.98,10.48,99.87,47.3,239.89,,,,,,,,,Unterägeri,47.1386,8.5844
Zug,Klinik Adelheid AG,Rehabilitation clinic,16833.0,43664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.98,10.48,99.87,47.3,239.89,,,,,,,,,Unterägeri,47.1386,8.5844
Zürich,Universitätsspital Zürich,Hospital lvl1,710457.0,254596.0,1958.0,34.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1425.59,742.2,2574.53,1124.2,7344.58,3592.28571428571,905.428571428571,2800.75,2313.5,373.166666666667,447.166666666667,393.833333333333,158.111111111111,Zürich,47.3786,8.54
Zürich,Universitätsspital Zürich,Hospital lvl1,710457.0,254596.0,1958.0,34.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1425.59,742.2,2574.53,1124.2,7344.58,2020.27272727273,528.090909090909,1886.0,1617.63636363636,327.111111111111,701.444444444444,185.142857142857,78.2857142857143,Zürich,47.3786,8.54
Zürich,Universitätsspital Zürich,Hospital lvl1,710457.0,254596.0,1958.0,34.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1468.23,752.0,2648.76,1120.9,7574.72,3592.28571428571,905.428571428571,2800.75,2313.5,373.166666666667,447.166666666667,393.833333333333,158.111111111111,Zürich,47.3786,8.54
Zürich,Universitätsspital Zürich,Hospital lvl1,710457.0,254596.0,1958.0,34.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1468.23,752.0,2648.76,1120.9,7574.72,2020.27272727273,528.090909090909,1886.0,1617.63636363636,327.111111111111,701.444444444444,185.142857142857,78.2857142857143,Zürich,47.3786,8.54
Zürich,Kantonsspital Winterthur,Hospital lvl2,318789.0,129568.0,1448.0,15.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496.33,164.66,1296.48,326.16,2852.69,2664.5,581.0,5001.0,3577.0,536.5,984.0,385.269230769231,31.3461538461538,Winterthur,47.4992,8.7267
Zürich,Kantonsspital Winterthur,Hospital lvl2,318789.0,129568.0,1448.0,15.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496.33,164.66,1296.48,326.16,2852.69,2324.75,775.0,7425.0,2344.5,1211.5,322.0,351.038461538462,27.9615384615385,Winterthur,47.4992,8.7267
Zürich,Kantonsspital Winterthur,Hospital lvl2,318789.0,129568.0,1448.0,15.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506.19,173.66,1328.01,343.03,2926.63,2664.5,581.0,5001.0,3577.0,536.5,984.0,385.269230769231,31.3461538461538,Winterthur,47.4992,8.7267
Zürich,Kantonsspital Winterthur,Hospital lvl2,318789.0,129568.0,1448.0,15.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,506.19,173.66,1328.01,343.03,2926.63,2324.75,775.0,7425.0,2344.5,1211.5,322.0,351.038461538462,27.9615384615385,Winterthur,47.4992,8.7267
Zürich,Stadtspital Triemli,Hospital lvl2,185495.0,115822.0,1983.0,12.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,436.95,199.75,936.94,265.85,2431.19,3852.5,1038.0,9526.0,2381.33333333333,463.25,1048.75,,,Zürich,47.3786,8.54
Zürich,Stadtspital Triemli,Hospital lvl2,185495.0,115822.0,1983.0,12.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,436.95,199.75,936.94,265.85,2431.19,3746.5,957.5,9465.0,2767.0,469.75,1029.25,,,Zürich,47.3786,8.54
Zürich,Stadtspital Triemli,Hospital lvl2,185495.0,115822.0,1983.0,12.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,451.4,217.22,913.13,289.21,2504.8,3852.5,1038.0,9526.0,2381.33333333333,463.25,1048.75,,,Zürich,47.3786,8.54
